ticker,text,length,industry_group,labels
TPCO,none,1,Media & Entertainment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
TPH,"tri pointe homes, inc. engages in the design, construction, and sale of single-family attached and detached homes in the united states. the company operates through a portfolio of six brands comprising maracay in arizona; pardee homes in california and nevada; quadrant homes in washington; trendmaker homes in texas; tri pointe homes in california, colorado, and the carolinas; and winchester homes in maryland, virginia, and the district of columbia. as of december 31, 2021, its operations consisted of 112 active selling communities and 41,675 owned or controlled lots. the company sells its homes through own sales representatives and independent real estate brokers. it also provides financial services, such as mortgage financing, title and escrow, and property and casualty insurance agency services. the company was formerly known as tri pointe group, inc. and changed its name to tri pointe homes, inc. in january 2021. tri pointe homes, inc. was founded in 2009 and is headquartered in irvine, california.",156,Consumer Durables & Apparel,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TPIC,"tpi composites, inc. manufactures and sells composite wind blades, and related precision molding and assembly systems to original equipment manufacturers (oems). the company also provides composite solutions for the transportation industry; and field service inspection and repair services to oem customers and wind farm owners and operators. it operates in the united states, asia, mexico, europe, the middle east, africa, and india. the company was formerly known as lcsi holding, inc. and changed its name to tpi composites, inc. in 2008. tpi composites, inc. was founded in 1968 and is headquartered in scottsdale, arizona.",94,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TPR,"tapestry, inc. provides luxury accessories and branded lifestyle products in the united states, japan, greater china, and internationally. the company operates in three segments: coach, kate spade, and stuart weitzman. it offers women's accessories, including handbags, such as wallets, money pieces, wristlets, and cosmetic cases; novelty accessories comprising address books, time management and travel accessories, sketchbooks, and portfolios; and key rings and charms. the company also provides bag collections, including business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods, such as wallets, card cases, travel organizers, and belts; and footwear, watches, fragrances, sunglasses, novelty accessories, and ready-to-wear for men. in addition, it offers women's footwear; sunglasses; bracelets, necklaces, rings, and earrings; fragrances and watches; women's seasonal lifestyle apparel collections, including outerwear and ready-to-wear, and cold weather accessories, which comprise gloves, scarves, and hats. further, the company provides footwear items; and housewares and home accessories for kids, such as fashion bedding and tableware; and stationery and gifts. additionally, it licenses rights to market and distribute its tech and soft accessories, jewelry, watches, eyewear, and fragrances under the coach brand; and tableware and housewares, fashion beddings, tech accessories, watches, sleepwear, eyewear, stationery and gifts, and fragrances under the kate spade brand. as of july 2, 2022, the company operated through a network of 945 coach stores, 398 kate spade stores, and 100 stuart weitzman stores. it sells its products through e-commerce sites and concession shop-in-shops, and wholesale customers, as well as through independent third-party distributors. the company was formerly known as coach, inc. and changed its name to tapestry, inc. in october 2017. tapestry, inc. was founded in 1941 and is headquartered in new york, new york.",278,Consumer Durables & Apparel,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TPRE,none,1,Insurance,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
TPTX,none,1,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
TPX,"tempur sealy international, inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the united states and internationally. it provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the tempur, tempur-pedic, sealy, and stearns & foster brands. the company sells its products through approximately 650 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare, as well as offers cocoon by sealy branded products through online. it also operates a portfolio of retail brands, including tempur-pedic retail stores, sleep outfitters, sleep solutions outlet, sova, and other retail brands. in addition, the company is involved in licensing its sealy, tempur, and stearns & foster brands, technology, and trademarks to other manufacturers. tempur sealy international, inc. was founded in 1846 and is based in lexington, kentucky.",153,Consumer Durables & Apparel,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TR,"tootsie roll industries, inc., together with its subsidiaries, engages in manufacture and sale of confectionery products in the united states, canada, mexico, and internationally. it sells its products under the tootsie roll, tootsie pops, child's play, caramel apple pops, charms, blow-pop, charms mini pops, cella's, dots, junior mints, charleston chew, sugar daddy, sugar babies, andes, fluffy stuff, dubble bubble, razzles, cry baby, nik-l-nip, and tutsi pop trademarks. the company sells its products directly to wholesale distributors of candy, food and groceries, supermarkets, variety stores, dollar stores, chain grocers, drug chains, discount chains, cooperative grocery associations, mass merchandisers, warehouse and membership club stores, vending machine operators, e-commerce merchants, the united states military, and fund-raising charitable organizations, as well as through food and grocery brokers. tootsie roll industries, inc. was founded in 1896 and is based in chicago, illinois.",137,"Food, Beverage & Tobacco",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRC,"tejon ranch co., together with its subsidiaries, operates as a diversified real estate development and agribusiness company. it operates through five segments: commercial/industrial real estate development, resort/residential real estate development, mineral resources, farming, and ranch operations. the commercial/industrial real estate development segment engages in the planning and permitting of land for development; construction of infrastructure projects, pre-leased buildings, and buildings to be leased or sold; and sale of land to third parties for their own development. it is also involved in the activities related to communications leases, and landscape maintenance. this segment leases land to two auto service stations with convenience stores, 13 fast-food operations, a motel, an antique shop, and a post office; various microwave repeater locations, radio and cellular transmitter sites, and fiber optic cable routes; and 32 acres of land for an electric power plant. the resort/residential real estate development segment engages in land entitlement, planning, pre-construction engineering, stewardship, and conservation activities. the mineral resources segment includes oil and gas royalties, rock and aggregate royalties, and royalties from a cement operation leased to national cement company of california, inc.; and the management of water assets and infrastructure projects. the farming segment farms permanent crops, such as wine grapes in 1,036 acres, almonds in 2,262 acres, and pistachios in 1,053 acres. it also manages the farming of alfalfa and forage mix on 626 acres in the antelope valley; and leases 720 acres of land for growing vegetables, as well as almonds. the ranch operations segment provides game management and ancillary land services comprising grazing leases and filming, as well as various guided hunts. tejon ranch co. was founded in 1843 and is based in lebec, california.",278,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
TREC,none,1,Materials,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
TREE,"lendingtree, inc., through its subsidiary, lt intermediate company, llc, operates online consumer platform in the united states. it operates through three segments: home, consumer, and insurance. the home segment offers purchase mortgage, refinance mortgage, reverse mortgage, and home equity loans; lines of credit; and real estate brokerage services. the consumer segment provides credit cards; personal, small business, student, and auto loans; deposit accounts; and other credit products, such as credit repair and debt settlement services. the insurance segment includes information, tools, and access to insurance quote products, including home and automobile, through which consumers are matched with insurance lead aggregators to obtain insurance offers. lendingtree, inc. also operates student loan hero, a personal finance website dedicated to helping student loan borrowers manage their student debt; quotewizard.com, a marketplace for insurance comparison; valuepenguin, a personal finance website that offers consumers objective analysis on various financial topics from insurance to credit cards; and stash, a consumer investing and banking platform that offers a suite of personal investment accounts, traditional and roth iras, custodial investment accounts, and banking services, including checking accounts and debit cards with a stock-back rewards program. the company was formerly known as tree.com, inc. and changed its name to lendingtree, inc. in january 2015. lendingtree, inc. was incorporated in 1996 and is headquartered in charlotte, north carolina.",218,Diversified Financials,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TREX,"trex company, inc. manufactures and distributes decking, railing, and outdoor living products and accessories for residential and commercial markets in the united states. the company operates in two segments, trex residential and trex commercial. it offers decking products under the names trex transcend, trex select, and trex enhance for protection against fading, staining, mold, and scratching; trex hideaway, a hidden fastening system; and trex decklighting, a led dimmable deck lighting for use on posts, floors, and steps. the company also provides trex transcend railing products that are used in trex decking products and other decking materials; trex select railing products for a simple clean finished look; trex enhance railing system; and trex signature aluminum railing for a contemporary look. in addition, it offers trex seclusions, a fencing product that includes structural posts, bottom and top rails, pickets, and decorative post caps. in addition, it designs, engineers, and markets architectural and aluminum railing systems, and staging equipment and accessories for the commercial market, as well as sports stadiums and performing arts venues. further, the company acts as a licensor in various licensing agreements with third parties to manufacture and sell products under the trex name, including trex outdoor furniture; trex rainescape, an above joist deck drainage system; trex pergola, a cellular pvc product; trex latticeworks outdoor lattice boards; trex cornhole boards; diablo trex blade, a saw blade for wood-alternative composite decking; trex spiralstairs and structural steel posts; and trex outdoor kitchens, cabinetry, and storage products. it sells its products through wholesale distributors, retail lumber dealers, and home depot and lowe's stores, as well as through its direct sales staff, independent sales representatives, and bidding on projects. trex company, inc. was founded in 1996 and is headquartered in winchester, virginia.",288,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRGP,"targa resources corp., together with its subsidiary, targa resources partners lp, owns, operates, acquires, and develops a portfolio of midstream energy assets in north america. the company operates in two segments, gathering and processing, and logistics and transportation. it engages in gathering, compressing, treating, processing, transporting, and selling natural gas; storing, fractionating, treating, transporting, and selling natural gas liquids (ngl) and ngl products, including services to liquefied petroleum gas exporters; and gathering, storing, terminaling, purchasing, and selling crude oil. the company is also involved in the purchase and resale of ngl products; and wholesale of propane, as well as provision of related logistics services to multi-state retailers, independent retailers, and other end-users. in addition, it offers ngl balancing services; and transportation services to refineries and petrochemical companies in the gulf coast area, as well as purchases, markets, and resells natural gas. the company operates approximately 28,400 miles of natural gas pipelines, including 42 owned and operated processing plants; and owns or operates a total of 34 storage wells with a gross storage capacity of approximately 76 million barrels. as of december 31, 2021, it leased and managed approximately 648 railcars; 119 transport tractors; and two company-owned pressurized ngl barges. the company was incorporated in 2005 and is headquartered in houston, texas.",211,Energy,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRHC,"tabula rasa healthcare, inc. operates as a healthcare technology company in the united states. the company operates in two segments, carevention healthcare and medwise healthcare. it offers eirenerx, a cloud-based medication decision-support and e-prescribing platform to access patient medication-related information; and medwise medication therapy management software, a cloud-based platform designed to aid in the identification and resolution of medication and health-related problems. the company also provides truchart that offers electronic health records (ehr), care coordination, and financial management in one program allowing programs of all-inclusive care for the elderly (pace) to track measurable outcomes in defined timeframes for the populations they serve; and pacelogic, which delivers sharable workflows comprising ehr, customer relationship management, claims adjudication, electronic data interchange, care management, coordination and planning, integration with community-based providers, and various federal and state that requires reporting. in addition, it offers dosemerx, a decision support software that leverages clinically validated pharmacokinetic drug models, patient characteristics, drug concentrations, and genotypes to guide dose optimization; and prescribewellness, a prescribewellness, a patient engagement center platform. further, the company provides clinical pharmacist collaboration, prescription fulfillment and adherence packaging, and pharmacy benefit management services, as well as health plan management services, including risk adjustment and third party administrator services. as of december 31, 2021, it served approximately 150 healthcare organizations; and 350 health plans and approximately 18,000 retail pharmacies. the company provides cloud-based software applications to assist prescribers and pharmacists. tabula rasa healthcare, inc. was founded in 2009 and is headquartered in moorestown, new jersey.",248,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRIP,"tripadvisor, inc. operates as an online travel company. it operates in two segments, hotels, media & platform; and experiences & dining. the company operates tripadvisor-branded websites, including tripadvisor.com in the united states; and localized versions of the website in 40 markets and 20 languages. it also manages and operates other travel media brands that provide users the comprehensive travel-planning and trip-taking resources in the travel industry, such as bokun.io, cruisecritic.com, flipkey.com, thefork.com, helloreco.com, holidaylettings.co.uk, holidaywatchdog.com, housetrip.com, jetsetter.com, niumba.com, seatguru.com, singleplatform.com, vacationhomerentals.com, and viator.com. in addition, the company provides information and services for consumers to research and book restaurants reservation in travel destinations; and vacation and short-term rental properties, including full home, condominiums, villas, beach properties, cabins, and cottages. as of december 31, 2020, it featured 1 billion reviews and opinions on 1 billion hotels and other accommodations, restaurants, experiences, airlines, and cruises. tripadvisor, inc. was founded in 2000 and is headquartered in needham, massachusetts.",154,Media & Entertainment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
TRMB,"trimble inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. the company's buildings and infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; software for 3d design and data sharing; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions for construction owners; 3d conceptual design and modeling software; building information modeling software; enterprise resource planning, project management, and project collaboration solutions; integrated site layout and measurement systems; cost estimating, scheduling, and project controls solutions; and applications for sub-contractors and trades. its geospatial segment provides surveying and geospatial products, and geographic information systems. the company's resources and utilities segment offers precision agriculture products and services, such as guidance and positioning systems, including autonomous steering systems, automated and variable-rate application and technology systems, and information management solutions; manual and automated navigation guidance for tractors and other farm equipment; solutions to automate application of pesticide and seeding; water solutions; and agricultural software. its transportation segment offers solutions for long haul trucking and freight shipper markets; mobility solutions comprising route management, safety and compliance, end-to-end vehicle management, video intelligence, and supply chain communications; and fleet and transportation management systems, analytics, routing, mapping, reporting, and predictive modeling solutions. the company was formerly known as trimble navigation limited and changed its name to trimble inc. in october 2016. trimble inc. was founded in 1978 and is headquartered in westminster, colorado.",254,Technology Hardware & Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
TRMK,"trustmark corporation operates as the bank holding company for trustmark national bank that provides banking and other financial solutions to individuals and corporate institutions in the united states. the company operates through three segments: general banking, wealth management, and insurance. it offers checking, savings, and money market accounts; certificates of deposits and individual retirement accounts; financing for commercial and industrial projects, income-producing commercial real estate, owner-occupied real estate, and construction and land development; and installment and real estate loans, and lines of credit, as well as treasury management services. the company also provides mortgage banking services, including construction financing, production of conventional and government-insured mortgages, and secondary marketing and mortgage servicing. in addition, it provides wealth management and trust services, such as administration of personal trusts and estates; management of investment accounts for individuals, employee benefit plans, and charitable foundations; and corporate trust and institutional custody, securities brokerage, financial and estate planning, retirement plan, and investment management services. further, the company offers business insurance products and services for medical professionals, construction, manufacturing, hospitality, real estate, and group life and health plans; and life and health insurance, and personal line policies for individual customers. as of december 31, 2021, it operated 167 full-service branches and 13 limited service branches; and 198 automated teller machines and 69 interactive teller machines. the company was founded in 1889 and is headquartered in jackson, mississippi.",230,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRN,"trinity industries, inc. provides rail transportation products and services under the trinityrail name in north america. it operates in two segments, railcar leasing and management services group, and rail products group. the railcar leasing and management services group segment leases freight and tank railcars; originates and manages railcar leases for third-party investors; and provides fleet maintenance and management services. as of december 31, 2021, it had a fleet of 106,970 owned or leased railcars. this segment serves industrial shipper and railroad companies operating in agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. the rail products group segment manufactures freight and tank railcars for transporting various liquids, gases, and dry cargo; and offers railcar maintenance and modification services. this segment serves railroads, leasing companies, and industrial shippers of products in the agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. it sells or leases products and services through its own sales personnel and independent sales representatives. trinity industries, inc. was incorporated in 1933 and is headquartered in dallas, texas.",177,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRNO,"terreno realty corporation and together with its subsidiaries, the company) acquires, owns and operates industrial real estate in six major coastal u.s. markets: los angeles, northern new jersey/new york city, san francisco bay area, seattle, miami, and washington, d.c. all square feet, acres, occupancy and number of properties disclosed in these condensed notes to the consolidated financial statements are unaudited. as of september 30, 2020, the company owned 219 buildings aggregating approximately 13.1 million square feet, 22 improved land parcels consisting of approximately 85.0 acres and one property under redevelopment expected to contain approximately 0.2 million square feet upon completion. the company is an internally managed maryland corporation and elected to be taxed as a real estate investment trust (reit) under sections 856 through 860 of the internal revenue code of 1986, as amended (the code), commencing with its taxable year ended december 31, 2010.",145,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
TRNS,"transcat, inc. provides calibration and laboratory instrument services in the united states, canada, and internationally. it operates through two segments, service and distribution. the service segment offers calibration, repair, inspection, analytical qualification, preventative maintenance, consulting, and other related services. this segment also provides caltrak, a proprietary document and asset management software that is used to integrate and manage the workflow of its calibration service centers and customers' assets; and compliance, control and cost, an online customer portal that provides its customers with web-based asset management capability, as well as a safe and secure off-site archive of calibration and other service records. the distribution segment sells and rents test, measurement, and control instruments for customers' test and measurement instrumentation needs, as well as value added services, such as calibration/certification of equipment purchase, equipment rental, used equipment for sale, and equipment kitting. this segment markets and sells its products through website, digital and print advertising, proactive outbound sales, and an inbound call center. the company provides services and products to highly regulated industries, principally life science, which includes companies in the pharmaceutical, biotechnology, medical device, and other fda-regulated industries; and additional industries, including aerospace and defense industrial manufacturing, energy and utilities, and other industries that require accuracy in processes and confirmation of the capabilities of their equipment. transcat, inc. was incorporated in 1964 and is headquartered in rochester, new york.",228,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TROW,"t. rowe price group, inc. is a publicly owned investment manager. the firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. it launches and manages equity and fixed income mutual funds. the firm invests in the public equity and fixed income markets across the globe. it employs fundamental and quantitative analysis with a bottom-up approach. the firm utilizes in-house and external research to make its investments. it employs socially responsible investing with a focus on environmental, social, and governance issues. it makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. the firm was previously known as t. rowe group, inc. and t. rowe price associates, inc. t. rowe price group, inc. was founded in 1937 and is based in baltimore, maryland, with additional offices in colorado springs, colorado; owings mills, maryland; san francisco, california; new york, new york; philadelphia, pennsylvania; tampa, florida; toronto, ontario; hellerup, denmark; amsterdam, the netherlands; luxembourg, grand duchy of luxembourg; zurich, switzerland; dubai, united arab emirates; london, united kingdom; sydney, new south wales; hong kong; tokyo, japan; singapore; frankfurt, germany, madrid, spain, milan, italy, stockholm, sweden, melbourne, australia, and amsterdam, netherlands.",197,Diversified Financials,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TROX,"tronox holdings plc operates as a vertically integrated manufacturer of tio2 pigment in north america, south and central america, europe, the middle east, africa, and the asia pacific. the company operates titanium-bearing mineral sand mines; and engages in beneficiation and smelting operations. it offers tio2 pigment; ultrafine specialty tio2; zircon; feedstock; pig iron; titanium tetrachloride; and other products. the company's products are used for the manufacture of paints, coatings, plastics, and paper, as well as various other applications. tronox holdings plc is based in stamford, connecticut.",86,Materials,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
TRS,"trimas corporation designs, develops, manufactures, and sells products for consumer products, aerospace, and industrial markets worldwide. it operates through three segments: packaging, aerospace, and specialty products. the packaging segment offers dispensing products, such as foaming and sanitizer pumps, lotion and hand soap pumps, beverage dispensers, perfume sprayers, and nasal and trigger sprayers; polymeric and steel caps and closures comprising food lids, flip-top and beverage closures, child resistance caps, drum and pail closures, flexible spouts, and agricultural closures; polymeric jar products; integrated dispensers; bag-in-box products; aseptic closures; industrial closures and flex spouts; custom injection molded components and devices; various injection molded products; and single-bodied and assembled caps and closures under the rieke, taplast, affaba & ferrari, stolz, omega, and rapak brands. the aerospace segment provides fasteners, collars, blind bolts, rivets, ducting, and connectors for air management systems, and machined parts and components to original equipment manufacturers, supply chain distributors, mro/aftermarket providers, and tier one suppliers; and military and defense aerospace applications and platforms under the monogram aerospace fasteners, allfast fastening systems, mac fasteners, tfi aerospace, rsa engineered products, and martinic engineering brands. the specialty products segment offers steel cylinders for use in the transportation, storage, and dispensing of compressed gases under the norris cylinder brand; natural gas powered wellhead engines, compressors, and replacement parts for oil and natural gas production, and other industrial and commercial markets under the arrow brand; and spare parts for various industrial engines. the company sells its products through a direct sales force, third-party agents, and distributors. trimas corporation was incorporated in 1986 and is headquartered in bloomfield hills, michigan.",263,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRST,"trustco bank corp ny operates as the holding company for trustco bank, a federal savings bank that provides personal and business banking services to individuals, partnerships, and corporations. the company accepts deposits; and offers loans and investments. it also operates as a real estate investment trust that acquires, holds, and manages real estate mortgage assets, including residential mortgage loans and mortgage-backed securities. in addition, the company serves as the executor of estates and trustee of personal trusts; provides asset and wealth management, estate planning and related advice, and custodial services; and acts as trustee for various types of employee benefit plans, and corporate pension and profit-sharing trusts. as of december 31, 2021, it operated through 147 banking offices and 163 automatic teller machines in new york, new jersey, vermont, massachusetts, and florida. the company was founded in 1902 and is headquartered in glenville, new york.",145,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRTN,"triton international limited engages in the acquisition, leasing, re-leasing, and sale of various types of intermodal containers and chassis to shipping lines, and freight forwarding companies and manufacturers. it operates in two segments, equipment leasing and equipment trading. the company primarily leases dry, refrigerated, special, and tank containers; and chassis used for the transportation of containers, as well as provides maritime container management services. as of december 31, 2021, its total fleet consisted of 4.3 million containers and chassis representing 7.3 million twenty-foot equivalent units or 8.0 million cost equivalent units. the company also purchases containers from container manufacturers, shipping line customers, and other sellers, as well as resells these containers to container retailers and users. it operates in asia, europe, the americas, bermuda, and internationally. the company was founded in 1980 and is based in hamilton, bermuda.",138,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRTX,"tpg re finance trust, inc., a commercial real estate finance company, originates, acquires, and manages commercial mortgage loans and other commercial real estate-related debt instruments in the united states. it invests in commercial mortgage loans; subordinate mortgage interests, mezzanine loans, secured real estate securities, note financing, preferred equity, and miscellaneous debt instruments; and commercial real estate collateralized loan obligations and commercial mortgage-backed securities secured by properties primarily in the office, multifamily, life science, mixed-use, hospitality, industrial, and retail real estate sectors. the company qualifies as a real estate investment trust for federal income tax purposes. it generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. tpg re finance trust, inc. was incorporated in 2014 and is based in new york, new york.",136,Diversified Financials,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRU,"transunion provides risk and information solutions. the company operates in three segments: u.s. markets, international, and consumer interactive. the u.s. markets segment provides consumer reports, actionable insights, and analytics to businesses. these businesses use its services to acquire new customers; assess consumer ability to pay for services; identify cross-selling opportunities; measure and manage debt portfolio risk; collect debt; verify consumer identities; and mitigate fraud risk. this segment serves various industry vertical markets, including financial services, insurance, tenant and employment, collections and services, technology, commerce and communication, public sector, media, and other markets. the international segment offers credit reports, analytics, technology solutions, and other value-added risk management services; and consumer services, which help consumers to manage their personal finances and consumer credit reporting, insurance and auto information solutions, and commercial credit information services. this segment serves customers in financial services, retail credit, insurance, automotive, collections, public sector, and communications industries through direct and indirect channels. the consumer interactive segment provides credit reports and scores, credit monitoring, identity protection and resolution, and financial management solutions that enable consumers to manage their personal finances and take precautions against identity theft. this segment offers its products through online and mobile interfaces, as well as through direct and indirect channels. the company serves customers in approximately 30 countries and territories, including north america, latin america, europe, africa, india, and the asia pacific. the company was formerly known as transunion holding company, inc. and changed its name to transunion in march 2015. transunion was founded in 1968 and is headquartered in chicago, illinois.",257,Commercial & Professional Services,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRUE,"truecar, inc. operates as an internet-based information, technology, and communication services company in the united states. it operates its platform on the truecar website and mobile applications. its platform enables users to obtain market-based pricing data on new and used cars, and to connect with its network of truecar certified dealers. the company also offers forecast and consulting services regarding determination of the residual value of an automobile at given future points in time, which are used to underwrite automotive loans and leases, and by financial institutions to measure exposure and risk across loan, lease, and fleet portfolios. in addition, it provides accurate, geographically specific, and real-time pricing information for consumers and dealers; truecar trade, which gives consumers information on the value of their trade-in vehicles and enables them to obtain a guaranteed trade-in price before setting foot in the dealership; and dealerscience that provides dealers with advanced digital retailing software tools. the company was formerly known as zag.com inc. truecar, inc. was incorporated in 2005 and is headquartered in santa monica, california.",173,Media & Entertainment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
TRUP,"trupanion, inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the united states, canada, puerto rico, and australia. the company operates in two segments, subscription business and other business. it serves pet owners and veterinarians. the company was formerly known as vetinsurance international, inc. changed its name to trupanion, inc. in 2013. the company was founded in 2000 and is headquartered in seattle, washington.",73,Insurance,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
TRV,"the travelers companies, inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the united states and internationally. the company operates through three segments: business insurance, bond & specialty insurance, and personal insurance. the business insurance segment offers workers' compensation, commercial automobile and property, general liability, commercial multi-peril, employers' liability, public and product liability, professional indemnity, marine, aviation, onshore and offshore energy, construction, terrorism, personal accident, and kidnap and ransom insurance products. this segment operates through select accounts, which serve small businesses; commercial accounts that serve mid-sized businesses; national accounts, which serve large companies; and national property and other that serve large and mid-sized customers, commercial trucking industry, and agricultural businesses, as well as markets and distributes its products through brokers, wholesale agents, and program managers. the bond & specialty insurance segment provides surety, fidelity, management and professional liability, and other property and casualty coverages and related risk management services through independent agencies and brokers. the personal insurance segment offers property and casualty insurance covering personal risks, primarily automobile and homeowners insurance to individuals through independent agencies and brokers. the travelers companies, inc. was founded in 1853 and is based in new york, new york.",211,Insurance,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
TRWH,none,1,Consumer Services,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TRXC,none,1,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
TSBK,"timberland bancorp, inc. operates as the bank holding company for timberland bank that provides various community banking products and services in the united states. it offers various deposit products, including money market deposit, checking, and regular savings accounts, as well as certificates of deposit. the company also provides one-to four-family residential, multi-family, commercial real estate, construction, custom and owner/builder construction, speculative one- to four-family construction, commercial construction, multi-family construction, land development construction, and land development loans. in addition, it offers consumer loans comprising home equity lines of credit and second mortgage loans; and automobile loans, boat loans, motorcycle loans, recreational vehicle loans, savings account loans, and unsecured loans, as well as commercial business loans. the company operates 24 branches across located in grays harbor, pierce, thurston, kitsap, king, and lewis counties in washington. timberland bancorp, inc. was founded in 1915 and is headquartered in hoquiam, washington.",146,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TSC,none,1,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
TSCO,"tractor supply company operates as a rural lifestyle retailer in the united states. the company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. it provides its products under the 4health, producer's pride, american farmworks, red shed, bit & bridle, redstone, blue mountain, retriever, c.e. schmidt, ridgecut, countyline, royal wing, dumor, strive, groundwork, traveller, huskee, treeline, jobsmart, tsc tractor supply co, paws & claws, and untamed brands. as of june 25, 2022, it operated 2,016 tractor supply stores in 49 states; and 178 petsense stores in 23 states. the company operates its retail stores under the tractor supply company, del's feed & farm supply, and petsense names; and operates websites under the tractorsupply.com and petsense.com names. it sells its products to recreational farmers, ranchers, and others. the company was founded in 1938 and is based in brentwood, tennessee.",183,Retailing,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
